bad : worse = big : bigger -> ['worse', 'bigger', 'big', 'larger', 'smaller']
small : smaller = quick : quicker -> ['quick', 'slower', 'tougher', 'faster', 'cheaper']
small : smaller = safe : safer -> ['safe', 'safer', 'healthier', 'cheaper', 'weaker']
small : smaller = sharp : sharper -> ['sharp', 'sharper', 'smaller', 'heavier', 'tougher']
small : smaller = short : shorter -> ['short', 'shorter', 'longer', 'smaller', 'narrower']
small : smaller = simple : simpler -> ['simple', 'simpler', 'bulkier', 'smaller', 'leaner']
small : smaller = slow : slower -> ['slow', 'slower', 'faster', 'weaker', 'heavier']
smart : smarter = strong : stronger -> ['stronger', 'strong', 'weaker', 'smarter', 'funnier']
smart : smarter = tall : taller -> ['tall', 'taller', 'fatter', 'smarter', 'denser']
smart : smarter = tight : tighter -> ['tight', 'tighter', 'looser', 'fatter', 'rougher']
smart : smarter = tough : tougher -> ['tough', 'tougher', 'smarter', 'funnier', 'angrier']
smart : smarter = warm : warmer -> ['warmer', 'warm', 'colder', 'calmer', 'drier']
smart : smarter = weak : weaker -> ['weak', 'weaker', 'smarter', 'angrier', 'funnier']
smart : smarter = wide : wider -> ['wide', 'wider', 'shallower', 'narrower', 'broader']
smart : smarter = young : younger -> ['young', 'younger', 'smarter', 'wiser', 'dumber']
smart : smarter = bad : worse -> ['bad', 'weirder', 'funnier', 'smarter', 'uglier']
smart : smarter = big : bigger -> ['big', 'smarter', 'bigger', 'funnier', 'weirder']
smart : smarter = bright : brighter -> ['brighter', 'bright', 'bluer', 'whiter', 'warmer']
smart : smarter = cheap : cheaper -> ['cheaper', 'smarter', 'cheap', 'funnier', 'fatter']
smart : smarter = cold : colder -> ['cold', 'colder', 'warmer', 'hotter', 'calmer']
smart : smarter = cool : cooler -> ['cool', 'warmer', 'colder', 'calmer', 'hotter']
smart : smarter = deep : deeper -> ['deeper', 'deep', 'shallower', 'rougher', 'smarter']
smart : smarter = easy : easier -> ['easy', 'easier', 'smarter', 'funnier', 'happier']
smart : smarter = fast : faster -> ['fast', 'faster', 'smarter', 'slower', 'quieter']
smart : smarter = good : better -> ['good', 'funnier', 'smarter', 'happier', 'weirder']
smart : smarter = great : greater -> ['great', 'funnier', 'smarter', 'weirder', 'nobler']
smart : smarter = hard : harder -> ['hard', 'harder', 'smarter', 'funnier', 'trickier']
smart : smarter = heavy : heavier -> ['heavy', 'heavier', 'fatter', 'weirder', 'deadlier']
smart : smarter = high : higher -> ['high', 'higher', 'steeper', 'fatter', 'funnier']
smart : smarter = hot : hotter -> ['hot', 'hotter', 'colder', 'warmer', 'smarter']
smart : smarter = large : larger -> ['large', 'larger', 'smaller', 'bigger', 'bulkier']
smart : smarter = long : longer -> ['long', 'longer', 'smarter', 'funnier', 'quieter']
smart : smarter = loud : louder -> ['loud', 'louder', 'funnier', 'smarter', 'sweeter']
smart : smarter = low : lower -> ['low', 'hotter', 'steeper', 'colder', 'shallower']
smart : smarter = new : newer -> ['new', 'smarter', 'nobler', 'nastier', 'friendlier']
smart : smarter = old : older -> ['old', 'older', 'smarter', 'funnier', 'cleverer']
smart : smarter = quick : quicker -> ['smarter', 'quick', 'funnier', 'angrier', 'weirder']
smart : smarter = safe : safer -> ['safe', 'healthier', 'smarter', 'happier', 'safer']
smart : smarter = sharp : sharper -> ['fatter', 'smarter', 'sharp', 'sharper', 'weirder']
smart : smarter = short : shorter -> ['short', 'funnier', 'shorter', 'smarter', 'trickier']
smart : smarter = simple : simpler -> ['simple', 'simpler', 'weirder', 'funnier', 'neater']
smart : smarter = slow : slower -> ['slow', 'slower', 'smarter', 'faster', 'quieter']
smart : smarter = small : smaller -> ['smaller', 'small', 'larger', 'smarter', 'funnier']
strong : stronger = tall : taller -> ['tall', 'taller', 'thinner', 'heavier', 'slimmer']
strong : stronger = tight : tighter -> ['tight', 'tighter', 'looser', 'tougher', 'thinner']
strong : stronger = tough : tougher -> ['tough', 'tougher', 'stronger', 'softer', 'tighter']
strong : stronger = warm : warmer -> ['warm', 'warmer', 'colder', 'hotter', 'softer']
strong : stronger = weak : weaker -> ['stronger', 'weaker', 'weak', 'tougher', 'deadlier']
strong : stronger = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'larger']
strong : stronger = young : younger -> ['young', 'younger', 'older', 'bigger', 'wealthier']
strong : stronger = bad : worse -> ['bad', 'stronger', 'weirder', 'funnier', 'uglier']
strong : stronger = big : bigger -> ['big', 'bigger', 'larger', 'smaller', 'deadlier']
strong : stronger = bright : brighter -> ['bright', 'brighter', 'whiter', 'redder', 'thinner']
strong : stronger = cheap : cheaper -> ['cheaper', 'cheap', 'inexpensive', 'expensive', 'tougher']
strong : stronger = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'cooler']
strong : stronger = cool : cooler -> ['cool', 'warmer', 'colder', 'hotter', 'cooler']
strong : stronger = deep : deeper -> ['deeper', 'deep', 'stronger', 'narrower', 'softer']
strong : stronger = easy : easier -> ['easy', 'easier', 'harder', 'tougher', 'cheaper']
strong : stronger = fast : faster -> ['faster', 'fast', 'slower', 'cheaper', 'stronger']
strong : stronger = good : better -> ['good', 'better', 'funnier', 'stronger', 'prettier']
strong : stronger = great : greater -> ['great', 'greater', 'bigger', 'deadlier', 'funnier']
strong : stronger = hard : harder -> ['hard', 'harder', 'tougher', 'easier', 'softer']
strong : stronger = heavy : heavier -> ['heavier', 'heavy', 'lighter', 'stronger', 'tougher']
strong : stronger = high : higher -> ['high', 'higher', 'stronger', 'cheaper', 'smaller']
strong : stronger = hot : hotter -> ['hot', 'hotter', 'stronger', 'softer', 'tougher']
strong : stronger = large : larger -> ['larger', 'smaller', 'large', 'bigger', 'bulkier']
strong : stronger = long : longer -> ['long', 'shorter', 'longer', 'bigger', 'narrower']
strong : stronger = loud : louder -> ['loud', 'louder', 'stronger', 'sweeter', 'funnier']
strong : stronger = low : lower -> ['low', 'higher', 'hotter', 'stronger', 'weaker']
strong : stronger = new : newer -> ['new', 'newer', 'd-new', 'stronger', 'sturdier']
strong : stronger = old : older -> ['old', 'older', 'stronger', 'weaker', 'newer']
strong : stronger = quick : quicker -> ['quick', 'slower', 'tougher', 'faster', 'cheaper']
strong : stronger = safe : safer -> ['safe', 'safer', 'healthier', 'cheaper', 'stronger']
strong : stronger = sharp : sharper -> ['sharp', 'sharper', 'stronger', 'tougher', 'deadlier']
strong : stronger = short : shorter -> ['short', 'shorter', 'thinner', 'funnier', 'tougher']
strong : stronger = simple : simpler -> ['simple', 'simpler', 'softer', 'leaner', 'looser']
strong : stronger = slow : slower -> ['slow', 'slower', 'faster', 'decelerate', 'slows']
strong : stronger = small : smaller -> ['smaller', 'larger', 'small', 'bigger', 'bulkier']
strong : stronger = smart : smarter -> ['smart', 'smarter', 'tougher', 'stronger', 'cheaper']
tall : taller = tight : tighter -> ['tight', 'tighter', 'looser', 'smoother', 'stiffer']
tall : taller = tough : tougher -> ['tough', 'tougher', 'smarter', 'tighter', 'funnier']
tall : taller = warm : warmer -> ['warm', 'warmer', 'colder', 'hotter', 'calmer']
tall : taller = weak : weaker -> ['weak', 'weaker', 'stronger', 'poorer', 'cleverer']
tall : taller = wide : wider -> ['wide', 'wider', 'narrower', 'taller', 'broader']
tall : taller = young : younger -> ['young', 'younger', 'taller', 'wiser', 'smarter']
tall : taller = bad : worse -> ['bad', 'weirder', 'dumber', 'cleverer', 'funnier']
tall : taller = big : bigger -> ['big', 'bigger', 'smarter', 'taller', 'weirder']
tall : taller = bright : brighter -> ['bright', 'brighter', 'darker', 'whiter', 'duller']
tall : taller = cheap : cheaper -> ['cheap', 'cheaper', 'quieter', 'inexpensive', 'riskier']
tall : taller = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'milder']
tall : taller = cool : cooler -> ['cool', 'warmer', 'colder', 'hotter', 'cooler']
tall : taller = deep : deeper -> ['deeper', 'deep', 'shallower', 'hotter', 'rougher']
tall : taller = easy : easier -> ['easy', 'easier', 'quieter', 'harder', 'smarter']
tall : taller = fast : faster -> ['fast', 'faster', 'quieter', 'slower', 'smoother']
tall : taller = good : better -> ['good', 'cleverer', 'weirder', 'funnier', 'better']
tall : taller = great : greater -> ['great', 'greater', 'florenz', 'cleverer', 'weirder']
tall : taller = hard : harder -> ['hard', 'harder', 'tougher', 'quieter', 'softer']
tall : taller = heavy : heavier -> ['heavy', 'heavier', 'stiffer', 'bulkier', 'busier']
tall : taller = high : higher -> ['high', 'higher', 'taller', 'busier', 'poorer']
tall : taller = hot : hotter -> ['hot', 'hotter', 'quieter', 'colder', 'warmer']
tall : taller = large : larger -> ['large', 'smaller', 'larger', 'bigger', 'bulkier']
tall : taller = long : longer -> ['long', 'shorter', 'quieter', 'longer', 'busier']
tall : taller = loud : louder -> ['loud', 'louder', 'sweeter', 'funnier', 'quieter']
tall : taller = low : lower -> ['low', 'hotter', 'higher', 'poorer', 'steeper']
tall : taller = new : newer -> ['new', 'd-new', 'newer', 'australia-new', 'nieuw']
tall : taller = old : older -> ['old', 'older', 'taller', 'busier', 'cleverer']
tall : taller = quick : quicker -> ['quick', 'quicker', 'smarter', 'smoother', 'swifter']
tall : taller = safe : safer -> ['safe', 'safer', 'healthier', 'quieter', 'smarter']
tall : taller = sharp : sharper -> ['sharp', 'sharper', 'bolder', 'slimmer', 'fatter']
tall : taller = short : shorter -> ['short', 'shorter', 'quieter', 'busier', 'funnier']
tall : taller = simple : simpler -> ['simpler', 'simple', 'looser', 'bulkier', 'subtler']
tall : taller = slow : slower -> ['slow', 'slower', 'quicker', 'quieter', 'smoother']
tall : taller = small : smaller -> ['small', 'smaller', 'larger', 'tiny', 'slimmer']
tall : taller = smart : smarter -> ['smart', 'smarter', 'bolder', 'cleverer', 'slimmer']
tall : taller = strong : stronger -> ['strong', 'stronger', 'weaker', 'wiser', 'firmer']
tight : tighter = tough : tougher -> ['tough', 'tougher', 'tighter', 'leaner', 'funnier']
tight : tighter = warm : warmer -> ['warm', 'warmer', 'drier', 'hotter', 'colder']
tight : tighter = weak : weaker -> ['weak', 'weaker', 'stronger', 'tighter', 'tougher']
tight : tighter = wide : wider -> ['wide', 'wider', 'broader', 'narrower', 'tighter']
tight : tighter = young : younger -> ['young', 'younger', 'smarter', 'prettier', 'sadder']
tight : tighter = bad : worse -> ['bad', 'uglier', 'prettier', 'weirder', 'sadder']
tight : tighter = big : bigger -> ['big', 'bigger', 'huge', 'prettier', 'larger']
tight : tighter = bright : brighter -> ['bright', 'brighter', 'whiter', 'luminous', 'sharper']
tight : tighter = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'leaner', 'riskier']
tight : tighter = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'drier']
tight : tighter = cool : cooler -> ['cool', 'warmer', 'hotter', 'colder', 'calmer']
tight : tighter = deep : deeper -> ['deep', 'deeper', 'tighter', 'swifter', 'firmer']
tight : tighter = easy : easier -> ['easy', 'easier', 'harder', 'simpler', 'tighter']
tight : tighter = fast : faster -> ['fast', 'faster', 'slower', 'tighter', 'swifter']
tight : tighter = good : better -> ['good', 'prettier', 'funnier', 'sillier', 'riskier']
tight : tighter = great : greater -> ['great', 'greater', 'nobler', 'tremendous', 'sillier']
tight : tighter = hard : harder -> ['hard', 'harder', 'tougher', 'tighter', 'softer']
tight : tighter = heavy : heavier -> ['heavy', 'heavier', 'tighter', 'bulkier', 'lighter']
tight : tighter = high : higher -> ['high', 'higher', 'riskier', 'above-average', 'near-zero']
tight : tighter = hot : hotter -> ['hot', 'hotter', 'leaner', 'softer', 'dirtier']
tight : tighter = large : larger -> ['large', 'larger', 'smaller', 'huge', 'bigger']
tight : tighter = long : longer -> ['long', 'shorter', 'lengthier', 'leaner', 'quieter']
tight : tighter = loud : louder -> ['loud', 'louder', 'prettier', 'funnier', 'sadder']
tight : tighter = low : lower -> ['low', 'higher', 'tighter', 'riskier', 'hotter']
tight : tighter = new : newer -> ['new', 'australia-new', 'diffrent', 'brand-new', 'd-new']
tight : tighter = old : older -> ['old', 'older', 'prettier', 'sillier', 'newer']
tight : tighter = quick : quicker -> ['quick', 'swifter', 'tighter', 'leaner', 'sadder']
tight : tighter = safe : safer -> ['safe', 'healthier', 'safer', 'swifter', 'friendlier']
tight : tighter = sharp : sharper -> ['sharp', 'sharper', 'bolder', 'tighter', 'swifter']
tight : tighter = short : shorter -> ['short', 'shorter', 'lengthier', 'leaner', 'funnier']
tight : tighter = simple : simpler -> ['simple', 'simpler', 'leaner', 'tighter', 'workable']
tight : tighter = slow : slower -> ['slow', 'slower', 'swifter', 'tighter', 'quicker']
tight : tighter = small : smaller -> ['small', 'smaller', 'larger', 'tiny', 'large']
tight : tighter = smart : smarter -> ['smart', 'smarter', 'prettier', 'bolder', 'leaner']
tight : tighter = strong : stronger -> ['strong', 'stronger', 'weaker', 'weak', 'firmer']
tight : tighter = tall : taller -> ['tall', 'taller', 'slimmer', 'bulkier', 'prettier']
tough : tougher = warm : warmer -> ['warm', 'warmer', 'dirtier', 'saltier', 'friendlier']
tough : tougher = weak : weaker -> ['weak', 'weaker', 'stronger', 'tougher', 'nastier']
tough : tougher = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'broad']
tough : tougher = young : younger -> ['young', 'younger', 'older', 'wealthier', 'unbaptized']
tough : tougher = bad : worse -> ['bad', 'sillier', 'uglier', 'nastier', 'funnier']
tough : tougher = big : bigger -> ['big', 'bigger', 'sillier', 'nastier', 'funnier']
tough : tougher = bright : brighter -> ['bright', 'brighter', 'whiter', 'fainter', 'luminous']
tough : tougher = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'tougher', 'expensive']
tough : tougher = cold : colder -> ['cold', 'warmer', 'hotter', 'colder', 'saltier']
tough : tougher = cool : cooler -> ['cool', 'warmer', 'hotter', 'dirtier', 'calmer']
tough : tougher = deep : deeper -> ['deep', 'deeper', 'deepest', 'narrower', 'shallower']
tough : tougher = easy : easier -> ['easy', 'easier', 'tougher', 'harder', 'funnier']
tough : tougher = fast : faster -> ['fast', 'faster', 'slower', 'tougher', 'googly']
tough : tougher = good : better -> ['good', 'sillier', 'funnier', 'nastier', 'better']
tough : tougher = great : greater -> ['great', 'sillier', 'tremendous', 'nastier', 'immeasurable']
tough : tougher = hard : harder -> ['harder', 'hard', 'tougher', 'funnier', 'nastier']
tough : tougher = heavy : heavier -> ['heavy', 'heavier', 'tougher', 'noisier', 'lighter']
tough : tougher = high : higher -> ['high', 'higher', 'ultra-high', 'near-zero', 'steadier']
tough : tougher = hot : hotter -> ['hot', 'hotter', 'tougher', 'nastier', 'dirtier']
tough : tougher = large : larger -> ['large', 'larger', 'smaller', 'huge', 'sizable']
tough : tougher = long : longer -> ['long', 'longer', 'spindly', 'anon-only', 'unwieldly']
tough : tougher = loud : louder -> ['loud', 'louder', 'funnier', 'tougher', 'dirtier']
tough : tougher = low : lower -> ['low', 'higher', 'noisier', 'near-zero', 'saltier']
tough : tougher = new : newer -> ['new', 'newer', 'd-new', 'higher-priced', 'iron-clad']
tough : tougher = old : older -> ['old', 'older', 'newer', 'nastier', 'sillier']
tough : tougher = quick : quicker -> ['quick', 'tougher', 'slower', 'funnier', 'noisier']
tough : tougher = safe : safer -> ['safe', 'safer', 'friendlier', 'cheaper', 'tougher']
tough : tougher = sharp : sharper -> ['sharp', 'sharper', 'tougher', 'noisier', 'nastier']
tough : tougher = short : shorter -> ['short', 'shorter', 'lengthier', 'funnier', 'sillier']
tough : tougher = simple : simpler -> ['simple', 'simpler', 'simplistic', 'sillier', 'looser']
tough : tougher = slow : slower -> ['slow', 'slower', 'tougher', 'faster', 'noisier']
tough : tougher = small : smaller -> ['small', 'smaller', 'larger', 'noisier', 'smallish']
tough : tougher = smart : smarter -> ['smart', 'smarter', 'tougher', 'prettier', 'nastier']
tough : tougher = strong : stronger -> ['strong', 'stronger', 'weaker', 'weak', 'tougher']
tough : tougher = tall : taller -> ['tall', 'taller', 'narrower', 'fatter', 'bulkier']
tough : tougher = tight : tighter -> ['tight', 'tighter', 'tougher', 'looser', 'firmer']
warm : warmer = weak : weaker -> ['weak', 'weaker', 'stronger', 'warmer', 'poorer']
warm : warmer = wide : wider -> ['wide', 'wider', 'shallower', 'narrower', 'broader']
warm : warmer = young : younger -> ['young', 'younger', 'wealthier', 'college-age', 'smarter']
warm : warmer = bad : worse -> ['bad', 'weirder', 'dumber', 'funnier', 'warmer']
warm : warmer = big : bigger -> ['big', 'bigger', 'smaller', 'larger', 'shallower']
warm : warmer = bright : brighter -> ['bright', 'brighter', 'warmer', 'bluer', 'whiter']
warm : warmer = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'bulkier', 'expensive']
warm : warmer = cold : colder -> ['warmer', 'cold', 'colder', 'cooler', 'hotter']
warm : warmer = cool : cooler -> ['warmer', 'colder', 'cooler', 'cool', 'hotter']
warm : warmer = deep : deeper -> ['deep', 'deeper', 'shallower', 'warmer', 'hotter']
warm : warmer = easy : easier -> ['easy', 'easier', 'harder', 'quicker', 'quieter']
warm : warmer = fast : faster -> ['fast', 'faster', 'slower', 'quieter', 'hotter']
warm : warmer = good : better -> ['good', 'better', 'funnier', 'sillier', 'tidier']
warm : warmer = great : greater -> ['great', 'greater', 'florenz', 'lesser', 'greatest']
warm : warmer = hard : harder -> ['hard', 'harder', 'tougher', 'rougher', 'trickier']
warm : warmer = heavy : heavier -> ['heavy', 'heavier', 'denser', 'bulkier', 'hotter']
warm : warmer = high : higher -> ['high', 'higher', 'low', 'steeper', 'warmer']
warm : warmer = hot : hotter -> ['hot', 'hotter', 'warmer', 'colder', 'drier']
warm : warmer = large : larger -> ['large', 'larger', 'smaller', 'huge', 'bigger']
warm : warmer = long : longer -> ['long', 'longer', 'shorter', 'busier', 'bristly']
warm : warmer = loud : louder -> ['loud', 'louder', 'sweeter', 'warmer', 'funnier']
warm : warmer = low : lower -> ['low', 'warmer', 'higher', 'hotter', 'colder']
warm : warmer = new : newer -> ['new', 'd-new', 'australia-new', 'york-new', 'othe']
warm : warmer = old : older -> ['old', 'older', 'busier', 'plainer', 'olde']
warm : warmer = quick : quicker -> ['quick', 'quicker', 'smoother', 'funnier', 'smarter']
warm : warmer = safe : safer -> ['safe', 'safer', 'warmer', 'healthier', 'shallower']
warm : warmer = sharp : sharper -> ['sharp', 'sharper', 'steeper', 'slimmer', 'fatter']
warm : warmer = short : shorter -> ['short', 'shorter', 'longer', 'steeper', 'busier']
warm : warmer = simple : simpler -> ['simple', 'simpler', 'bulkier', 'trickier', 'plainer']
warm : warmer = slow : slower -> ['slow', 'slower', 'warmer', 'quicker', 'faster']
warm : warmer = small : smaller -> ['small', 'smaller', 'tiny', 'larger', 'bulkier']
warm : warmer = smart : smarter -> ['smart', 'smarter', 'greener', 'dumber', 'slimmer']
warm : warmer = strong : stronger -> ['strong', 'stronger', 'weaker', 'weak', 'warmer']
warm : warmer = tall : taller -> ['tall', 'taller', 'thicker', 'denser', 'slimmer']
warm : warmer = tight : tighter -> ['tight', 'tighter', 'thicker', 'shallower', 'warmer']
warm : warmer = tough : tougher -> ['tough', 'tougher', 'funnier', 'hotter', 'fatter']
weak : weaker = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'smaller']
weak : weaker = young : younger -> ['young', 'younger', 'older', 'wealthier', 'pre-teen']
weak : weaker = bad : worse -> ['bad', 'weaker', 'nastier', 'uglier', 'funnier']
weak : weaker = big : bigger -> ['big', 'bigger', 'smaller', 'larger', 'huge']
weak : weaker = bright : brighter -> ['bright', 'luminous', 'brighter', 'richer', 'weaker']
weak : weaker = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'expensive', 'deadlier']
weak : weaker = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'cooler']
weak : weaker = cool : cooler -> ['cool', 'warmer', 'cooler', 'colder', 'hotter']
weak : weaker = deep : deeper -> ['deep', 'deeper', 'deepest', 'weaker', 'bigger']
weak : weaker = easy : easier -> ['easy', 'easier', 'harder', 'slower', 'tougher']
weak : weaker = fast : faster -> ['fast', 'faster', 'slower', 'weaker', 'busier']
weak : weaker = good : better -> ['good', 'weaker', 'better', 'nastier', 'funnier']
weak : weaker = great : greater -> ['great', 'greater', 'bigger', 'tremendous', 'greatest']
weak : weaker = hard : harder -> ['hard', 'harder', 'tougher', 'weaker', 'softer']
weak : weaker = heavy : heavier -> ['heavy', 'heavier', 'deadlier', 'lighter', 'weaker']
weak : weaker = high : higher -> ['high', 'higher', 'weaker', 'ultra-high', 'smaller']
weak : weaker = hot : hotter -> ['hot', 'hotter', 'weaker', 'hottest', 'bigger']
weak : weaker = large : larger -> ['large', 'larger', 'smaller', 'bigger', 'huge']
weak : weaker = long : longer -> ['long', 'longer', 'shorter', 'bigger', 'busier']
weak : weaker = loud : louder -> ['loud', 'louder', 'bigger', 'funnier', 'weaker']
weak : weaker = low : lower -> ['low', 'higher', 'weaker', 'lower', 'high']
weak : weaker = new : newer -> ['new', 'newer', 'd-new', 'brand-new', 'all-new']
weak : weaker = old : older -> ['old', 'older', 'newer', 'weaker', 'younger']
weak : weaker = quick : quicker -> ['quick', 'slower', 'bigger', 'faster', 'deadlier']
weak : weaker = safe : safer -> ['safe', 'healthier', 'safer', 'weaker', 'friendlier']
weak : weaker = sharp : sharper -> ['sharp', 'sharper', 'bigger', 'weaker', 'deadlier']
weak : weaker = short : shorter -> ['short', 'shorter', 'weaker', 'slower', 'lengthier']
weak : weaker = simple : simpler -> ['simple', 'simpler', 'bigger', 'nastier', 'bulkier']
weak : weaker = slow : slower -> ['slow', 'slower', 'faster', 'weaker', 'slows']
weak : weaker = small : smaller -> ['smaller', 'small', 'larger', 'bigger', 'smallish']
weak : weaker = smart : smarter -> ['smart', 'smarter', 'bigger', 'prettier', 'deadlier']
weak : weaker = strong : stronger -> ['weaker', 'stronger', 'strong', 'tougher', 'bigger']
weak : weaker = tall : taller -> ['tall', 'taller', 'bigger', 'smaller', 'larger']
weak : weaker = tight : tighter -> ['tight', 'tighter', 'tougher', 'looser', 'narrower']
weak : weaker = tough : tougher -> ['tough', 'tougher', 'weaker', 'bigger', 'scarier']
weak : weaker = warm : warmer -> ['warm', 'warmer', 'drier', 'colder', 'hotter']
wide : wider = young : younger -> ['young', 'younger', 'older', 'grown-up', 'wealthier']
wide : wider = bad : worse -> ['bad', 'weirder', 'uglier', 'sillier', 'sadder']
wide : wider = big : bigger -> ['big', 'bigger', 'larger', 'huge', 'wider']
wide : wider = bright : brighter -> ['bright', 'brighter', 'darker', 'whiter', 'dull']
wide : wider = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'riskier', 'leaner']
wide : wider = cold : colder -> ['cold', 'warmer', 'colder', 'calmer', 'hotter']
wide : wider = cool : cooler -> ['cool', 'warmer', 'calmer', 'colder', 'calm']
wide : wider = deep : deeper -> ['deeper', 'deep', 'wider', 'broader', 'narrower']
wide : wider = easy : easier -> ['easy', 'easier', 'harder', 'simpler', 'tougher']
wide : wider = fast : faster -> ['fast', 'faster', 'slower', 'tighter', 'leaner']
wide : wider = good : better -> ['good', 'sillier', 'weirder', 'funnier', 'nastier']
wide : wider = great : greater -> ['great', 'tremendous', 'greater', 'florenz', 'livelier']
wide : wider = hard : harder -> ['hard', 'harder', 'tougher', 'trickier', 'firmer']
wide : wider = heavy : heavier -> ['heavy', 'heavier', 'tighter', 'lighter', 'noisier']
wide : wider = high : higher -> ['high', 'higher', 'ultra-high', 'near-zero', 'wider']
wide : wider = hot : hotter -> ['hot', 'hotter', 'dirtier', 'nastier', 'noisier']
wide : wider = large : larger -> ['large', 'larger', 'smaller', 'huge', 'bigger']
wide : wider = long : longer -> ['long', 'longer', 'shorter', 'broader', 'lengthier']
wide : wider = loud : louder -> ['loud', 'louder', 'sadder', 'funnier', 'mellower']
wide : wider = low : lower -> ['low', 'higher', 'wider', 'noisier', 'near-zero']
wide : wider = new : newer -> ['new', 'then-current', 'australia-new', 'd-new', 'already-existing']
wide : wider = old : older -> ['old', 'older', 'newer', 'sillier', 'wider']
wide : wider = quick : quicker -> ['quick', 'speedier', 'lengthier', 'tougher', 'sadder']
wide : wider = safe : safer -> ['safe', 'safer', 'healthier', 'happier', 'friendlier']
wide : wider = sharp : sharper -> ['sharp', 'sharper', 'sharpest', 'broader', 'firmer']
wide : wider = short : shorter -> ['short', 'shorter', 'lengthier', 'longish', 'longer']
wide : wider = simple : simpler -> ['simple', 'simpler', 'leaner', 'lengthier', 'pithy']
wide : wider = slow : slower -> ['slow', 'slower', 'slowing', 'faster', 'jump-start']
wide : wider = small : smaller -> ['small', 'smaller', 'larger', 'tiny', 'smallish']
wide : wider = smart : smarter -> ['smart', 'smarter', 'leaner', 'sadder', 'weirder']
wide : wider = strong : stronger -> ['strong', 'stronger', 'weak', 'weaker', 'firmer']
wide : wider = tall : taller -> ['tall', 'taller', 'wider', 'slimmer', 'narrower']
wide : wider = tight : tighter -> ['tight', 'tighter', 'looser', 'wider', 'firmer']
wide : wider = tough : tougher -> ['tough', 'tougher', 'tighter', 'firmer', 'uglier']
wide : wider = warm : warmer -> ['warm', 'warmer', 'calmer', 'colder', 'drier']
wide : wider = weak : weaker -> ['weak', 'weaker', 'stronger', 'firmer', 'tougher']
young : younger = bad : worse -> ['bad', 'nastier', 'funnier', 'uglier', 'sillier']
young : younger = big : bigger -> ['big', 'bigger', 'smaller', 'larger', 'younger']
young : younger = bright : brighter -> ['bright', 'younger', 'brighter', 'fainter', 'whiter']
young : younger = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'expensive', 'tougher']
young : younger = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'drier']
young : younger = cool : cooler -> ['cool', 'warmer', 'colder', 'hotter', 'cooler']
young : younger = deep : deeper -> ['deep', 'deeper', 'deepest', 'shallower', 'narrower']
young : younger = easy : easier -> ['easy', 'easier', 'harder', 'tougher', 'funnier']
young : younger = fast : faster -> ['fast', 'faster', 'slower', 'busier', 'younger']
young : younger = good : better -> ['good', 'funnier', 'nastier', 'better', 'sillier']
young : younger = great : greater -> ['great', 'younger', 'lesser', 'great-great-great', 'florenz']
young : younger = hard : harder -> ['hard', 'harder', 'tougher', 'easier', 'funnier']
young : younger = heavy : heavier -> ['heavy', 'heavier', 'tougher', 'busier', 'deadlier']
young : younger = high : higher -> ['high', 'higher', 'lower', 'younger', 'near-zero']
young : younger = hot : hotter -> ['hot', 'younger', 'hotter', 'busier', 'older']
young : younger = large : larger -> ['large', 'smaller', 'larger', 'bigger', 'huge']
young : younger = long : longer -> ['long', 'longer', 'shorter', 'earlier', 'spindly']
young : younger = loud : louder -> ['loud', 'louder', 'funnier', 'tougher', 'nastier']
young : younger = low : lower -> ['low', 'higher', 'lower', 'younger', 'busier']
young : younger = new : newer -> ['new', 'newer', 'younger', 'older', 'newish']
young : younger = old : older -> ['old', 'older', 'younger', 'newer', 'busier']
young : younger = quick : quicker -> ['quick', 'slower', 'tougher', 'funnier', 'nastier']
young : younger = safe : safer -> ['safe', 'safer', 'friendlier', 'healthier', 'happier']
young : younger = sharp : sharper -> ['sharp', 'sharper', 'younger', 'sharpest', 'tougher']
young : younger = short : shorter -> ['short', 'shorter', 'younger', 'lengthier', 'longer']
young : younger = simple : simpler -> ['simple', 'simpler', 'nastier', 'lengthier', 'leaner']
young : younger = slow : slower -> ['slow', 'slower', 'faster', 'tougher', 'busier']
young : younger = small : smaller -> ['smaller', 'small', 'larger', 'bigger', 'sizeable']
young : younger = smart : smarter -> ['smart', 'smarter', 'younger', 'tougher', 'older']
young : younger = strong : stronger -> ['strong', 'stronger', 'weaker', 'tougher', 'weak']
young : younger = tall : taller -> ['tall', 'taller', 'younger', 'thick', 'narrower']
young : younger = tight : tighter -> ['tight', 'tighter', 'tougher', 'looser', 'narrower']
