bad : worse = big : bigger -> ['bigger', 'larger', 'smaller', 'funnier', 'greater']
slow : slower = long : longer -> ['longer', 'shorter', 'spindly', 'anon-only', 'bristly']
slow : slower = loud : louder -> ['louder', 'funnier', 'heavier', 'tougher', 'sweeter']
slow : slower = low : lower -> ['higher', 'heavier', 'noisier', 'smaller', 'narrower']
slow : slower = new : newer -> ['d-new', 'newer', 'higher-priced', 'then-new', 'brand-new']
slow : slower = old : older -> ['older', 'younger', 'newer', 'smaller', 'busier']
slow : slower = quick : quicker -> ['tougher', 'faster', 'cheaper', 'funnier', 'noisier']
slow : slower = safe : safer -> ['healthier', 'safer', 'cheaper', 'friendlier', 'happier']
slow : slower = sharp : sharper -> ['sharper', 'heavier', 'tougher', 'noisier', 'narrower']
slow : slower = short : shorter -> ['shorter', 'longer', 'narrower', 'lengthier', 'funnier']
slow : slower = simple : simpler -> ['simpler', 'leaner', 'bulkier', 'noisier', 'softer']
small : smaller = smart : smarter -> ['smarter', 'tougher', 'cheaper', 'prettier', 'dumber']
small : smaller = strong : stronger -> ['stronger', 'weaker', 'tougher', 'strongest', 'heavier']
small : smaller = tall : taller -> ['taller', 'larger', 'heavier', 'narrower', 'thicker']
small : smaller = tight : tighter -> ['tighter', 'narrower', 'tougher', 'looser', 'thicker']
small : smaller = tough : tougher -> ['tougher', 'weaker', 'heavier', 'stronger', 'funnier']
small : smaller = warm : warmer -> ['warmer', 'colder', 'drier', 'hotter', 'cooler']
small : smaller = weak : weaker -> ['weaker', 'stronger', 'tougher', 'heavier', 'deadlier']
small : smaller = wide : wider -> ['wider', 'narrower', 'broader', 'larger', 'shallower']
small : smaller = young : younger -> ['younger', 'older', 'wealthier', 'middle-aged', 'youngest']
small : smaller = bad : worse -> ['weaker', 'uglier', 'funnier', 'sillier', 'nastier']
small : smaller = big : bigger -> ['bigger', 'larger', 'deadlier', 'busier', 'weaker']
small : smaller = bright : brighter -> ['brighter', 'fainter', 'whiter', 'redder', 'luminous']
small : smaller = cheap : cheaper -> ['cheaper', 'inexpensive', 'heavier', 'expensive', 'slower']
small : smaller = cold : colder -> ['warmer', 'colder', 'hotter', 'cooler', 'drier']
small : smaller = cool : cooler -> ['warmer', 'colder', 'cooler', 'hotter', 'calmer']
small : smaller = deep : deeper -> ['deeper', 'narrower', 'shallower', 'deepest', 'weaker']
small : smaller = easy : easier -> ['easier', 'harder', 'tougher', 'slower', 'cheaper']
small : smaller = fast : faster -> ['faster', 'slower', 'busier', 'heavier', 'quieter']
small : smaller = good : better -> ['better', 'funnier', 'weaker', 'sillier', 'nastier']
small : smaller = great : greater -> ['greater', 'larger', 'sillier', 'bigger', 'deadlier']
small : smaller = hard : harder -> ['harder', 'tougher', 'heavier', 'slower', 'easier']
small : smaller = heavy : heavier -> ['heavier', 'lighter', 'deadlier', 'tougher', 'busier']
small : smaller = high : higher -> ['higher', 'larger', 'weaker', 'busier', 'lower']
small : smaller = hot : hotter -> ['hotter', 'bubbling', 'heavier', 'busier', 'weaker']
small : smaller = large : larger -> ['larger', 'bigger', 'huge', 'narrower', 'heavier']
small : smaller = long : longer -> ['longer', 'shorter', 'busier', 'narrower', 'spindly']
small : smaller = loud : louder -> ['louder', 'funnier', 'dirtier', 'sweeter', 'heavier']
small : smaller = low : lower -> ['higher', 'lower', 'weaker', 'steeper', 'heavier']
small : smaller = new : newer -> ['newer', 'larger', 'busier', 'd-new', 'higher-priced']
small : smaller = old : older -> ['older', 'newer', 'younger', 'busier', 'larger']
small : smaller = quick : quicker -> ['slower', 'tougher', 'faster', 'cheaper', 'deadlier']
small : smaller = safe : safer -> ['safer', 'healthier', 'cheaper', 'weaker', 'friendlier']
small : smaller = sharp : sharper -> ['sharper', 'heavier', 'tougher', 'deadlier', 'narrower']
small : smaller = short : shorter -> ['shorter', 'longer', 'narrower', 'larger', 'slower']
small : smaller = simple : simpler -> ['simpler', 'bulkier', 'leaner', 'noisier', 'nastier']
small : smaller = slow : slower -> ['slower', 'faster', 'weaker', 'heavier', 'smoother']
smart : smarter = strong : stronger -> ['stronger', 'weaker', 'funnier', 'weak', 'uglier']
smart : smarter = tall : taller -> ['taller', 'fatter', 'denser', 'steeper', 'prettier']
smart : smarter = tight : tighter -> ['tighter', 'looser', 'fatter', 'rougher', 'smoother']
smart : smarter = tough : tougher -> ['tougher', 'funnier', 'angrier', 'fatter', 'happier']
smart : smarter = warm : warmer -> ['warmer', 'colder', 'calmer', 'drier', 'hotter']
smart : smarter = weak : weaker -> ['weaker', 'angrier', 'funnier', 'stronger', 'weirder']
smart : smarter = wide : wider -> ['wider', 'shallower', 'narrower', 'broader', 'steeper']
smart : smarter = young : younger -> ['younger', 'wiser', 'dumber', 'angrier', 'wealthier']
smart : smarter = bad : worse -> ['weirder', 'funnier', 'uglier', 'dumber', 'happier']
smart : smarter = big : bigger -> ['bigger', 'funnier', 'weirder', 'fatter', 'trickier']
smart : smarter = bright : brighter -> ['brighter', 'bluer', 'whiter', 'warmer', 'darker']
smart : smarter = cheap : cheaper -> ['cheaper', 'funnier', 'fatter', 'healthier', 'quieter']
smart : smarter = cold : colder -> ['colder', 'warmer', 'hotter', 'calmer', 'drier']
smart : smarter = cool : cooler -> ['warmer', 'colder', 'calmer', 'hotter', 'cooler']
smart : smarter = deep : deeper -> ['deeper', 'shallower', 'rougher', 'hotter', 'warmer']
smart : smarter = easy : easier -> ['easier', 'funnier', 'happier', 'quieter', 'trickier']
smart : smarter = fast : faster -> ['faster', 'slower', 'quieter', 'angrier', 'funnier']
smart : smarter = good : better -> ['funnier', 'happier', 'weirder', 'cleverer', 'better']
smart : smarter = great : greater -> ['funnier', 'weirder', 'nobler', 'cleverer', 'nastier']
smart : smarter = hard : harder -> ['harder', 'funnier', 'trickier', 'tougher', 'angrier']
smart : smarter = heavy : heavier -> ['heavier', 'fatter', 'weirder', 'deadlier', 'funnier']
smart : smarter = high : higher -> ['higher', 'steeper', 'fatter', 'funnier', 'weirder']
smart : smarter = hot : hotter -> ['hotter', 'colder', 'warmer', 'fatter', 'funnier']
smart : smarter = large : larger -> ['larger', 'smaller', 'bigger', 'bulkier', 'funnier']
smart : smarter = long : longer -> ['longer', 'funnier', 'quieter', 'fatter', 'angrier']
smart : smarter = loud : louder -> ['louder', 'funnier', 'sweeter', 'angrier', 'fatter']
smart : smarter = low : lower -> ['hotter', 'steeper', 'colder', 'shallower', 'fatter']
smart : smarter = new : newer -> ['nobler', 'nastier', 'friendlier', 'funnier', 'weirder']
smart : smarter = old : older -> ['older', 'funnier', 'cleverer', 'weirder', 'happier']
smart : smarter = quick : quicker -> ['funnier', 'angrier', 'weirder', 'neater', 'happier']
smart : smarter = safe : safer -> ['healthier', 'happier', 'safer', 'friendlier', 'funnier']
smart : smarter = sharp : sharper -> ['fatter', 'sharper', 'weirder', 'funnier', 'angrier']
smart : smarter = short : shorter -> ['funnier', 'shorter', 'trickier', 'angrier', 'weirder']
smart : smarter = simple : simpler -> ['simpler', 'weirder', 'funnier', 'neater', 'trickier']
smart : smarter = slow : slower -> ['slower', 'faster', 'quieter', 'smoother', 'funnier']
smart : smarter = small : smaller -> ['smaller', 'larger', 'funnier', 'weirder', 'bulkier']
strong : stronger = tall : taller -> ['taller', 'thinner', 'heavier', 'slimmer', 'thicker']
strong : stronger = tight : tighter -> ['tighter', 'looser', 'tougher', 'thinner', 'narrower']
strong : stronger = tough : tougher -> ['tougher', 'softer', 'tighter', 'harder', 'weaker']
strong : stronger = warm : warmer -> ['warmer', 'colder', 'hotter', 'softer', 'drier']
strong : stronger = weak : weaker -> ['weaker', 'tougher', 'deadlier', 'softer', 'heavier']
strong : stronger = wide : wider -> ['wider', 'narrower', 'broader', 'larger', 'smaller']
strong : stronger = young : younger -> ['younger', 'older', 'bigger', 'wealthier', 'tougher']
strong : stronger = bad : worse -> ['weirder', 'funnier', 'uglier', 'weaker', 'sweeter']
strong : stronger = big : bigger -> ['bigger', 'larger', 'smaller', 'deadlier', 'funnier']
strong : stronger = bright : brighter -> ['brighter', 'whiter', 'redder', 'thinner', 'luminous']
strong : stronger = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'tougher', 'softer']
strong : stronger = cold : colder -> ['warmer', 'colder', 'hotter', 'cooler', 'softer']
strong : stronger = cool : cooler -> ['warmer', 'colder', 'hotter', 'cooler', 'softer']
strong : stronger = deep : deeper -> ['deeper', 'narrower', 'softer', 'shallower', 'thinner']
strong : stronger = easy : easier -> ['easier', 'harder', 'tougher', 'cheaper', 'faster']
strong : stronger = fast : faster -> ['faster', 'slower', 'cheaper', 'tougher', 'heavier']
strong : stronger = good : better -> ['better', 'funnier', 'prettier', 'nastier', 'weirder']
strong : stronger = great : greater -> ['greater', 'bigger', 'deadlier', 'funnier', 'scarier']
strong : stronger = hard : harder -> ['harder', 'tougher', 'easier', 'softer', 'cheaper']
strong : stronger = heavy : heavier -> ['heavier', 'lighter', 'tougher', 'deadlier', 'bulkier']
strong : stronger = high : higher -> ['higher', 'cheaper', 'smaller', 'weaker', 'deadlier']
strong : stronger = hot : hotter -> ['hotter', 'softer', 'tougher', 'sweeter', 'heavier']
strong : stronger = large : larger -> ['larger', 'smaller', 'bigger', 'bulkier', 'deadlier']
strong : stronger = long : longer -> ['shorter', 'longer', 'bigger', 'narrower', 'busier']
strong : stronger = loud : louder -> ['louder', 'sweeter', 'funnier', 'tougher', 'softer']
strong : stronger = low : lower -> ['higher', 'hotter', 'weaker', 'cheaper', 'steeper']
strong : stronger = new : newer -> ['newer', 'd-new', 'sturdier', 'nastier', 'deadlier']
strong : stronger = old : older -> ['older', 'weaker', 'newer', 'bigger', 'tougher']
strong : stronger = quick : quicker -> ['slower', 'tougher', 'faster', 'cheaper', 'deadlier']
strong : stronger = safe : safer -> ['safer', 'healthier', 'cheaper', 'friendlier', 'easier']
strong : stronger = sharp : sharper -> ['sharper', 'tougher', 'deadlier', 'fatter', 'bigger']
strong : stronger = short : shorter -> ['shorter', 'thinner', 'funnier', 'tougher', 'narrower']
strong : stronger = simple : simpler -> ['simpler', 'softer', 'leaner', 'looser', 'bulkier']
strong : stronger = slow : slower -> ['slower', 'faster', 'decelerate', 'slows', 'cheaper']
strong : stronger = small : smaller -> ['smaller', 'larger', 'bigger', 'bulkier', 'deadlier']
strong : stronger = smart : smarter -> ['smarter', 'tougher', 'cheaper', 'healthier', 'prettier']
tall : taller = tight : tighter -> ['tighter', 'looser', 'smoother', 'stiffer', 'thicker']
tall : taller = tough : tougher -> ['tougher', 'smarter', 'tighter', 'funnier', 'fatter']
tall : taller = warm : warmer -> ['warmer', 'colder', 'hotter', 'calmer', 'drier']
tall : taller = weak : weaker -> ['weaker', 'stronger', 'poorer', 'cleverer', 'weirder']
tall : taller = wide : wider -> ['wider', 'narrower', 'broader', 'shallower', 'slimmer']
tall : taller = young : younger -> ['younger', 'wiser', 'smarter', 'older', 'ruder']
tall : taller = bad : worse -> ['weirder', 'dumber', 'cleverer', 'funnier', 'uglier']
tall : taller = big : bigger -> ['bigger', 'smarter', 'weirder', 'quieter', 'slimmer']
tall : taller = bright : brighter -> ['brighter', 'darker', 'whiter', 'duller', 'bluer']
tall : taller = cheap : cheaper -> ['cheaper', 'quieter', 'inexpensive', 'riskier', 'smarter']
tall : taller = cold : colder -> ['warmer', 'colder', 'hotter', 'milder', 'cooler']
tall : taller = cool : cooler -> ['warmer', 'colder', 'hotter', 'cooler', 'calmer']
tall : taller = deep : deeper -> ['deeper', 'shallower', 'hotter', 'rougher', 'quieter']
tall : taller = easy : easier -> ['easier', 'quieter', 'harder', 'smarter', 'quicker']
tall : taller = fast : faster -> ['faster', 'quieter', 'slower', 'smoother', 'quicker']
tall : taller = good : better -> ['cleverer', 'weirder', 'funnier', 'better', 'smarter']
tall : taller = great : greater -> ['greater', 'florenz', 'cleverer', 'weirder', 'funnier']
tall : taller = hard : harder -> ['harder', 'tougher', 'quieter', 'softer', 'rougher']
tall : taller = heavy : heavier -> ['heavier', 'stiffer', 'bulkier', 'busier', 'slimmer']
tall : taller = high : higher -> ['higher', 'busier', 'poorer', 'steeper', 'riskier']
tall : taller = hot : hotter -> ['hotter', 'quieter', 'colder', 'warmer', 'busier']
tall : taller = large : larger -> ['smaller', 'larger', 'bigger', 'bulkier', 'slimmer']
tall : taller = long : longer -> ['shorter', 'quieter', 'longer', 'busier', 'fatter']
tall : taller = loud : louder -> ['louder', 'sweeter', 'funnier', 'quieter', 'dirtier']
tall : taller = low : lower -> ['hotter', 'higher', 'poorer', 'steeper', 'quieter']
tall : taller = new : newer -> ['d-new', 'newer', 'australia-new', 'nieuw', 'busier']
tall : taller = old : older -> ['older', 'busier', 'cleverer', 'newer', 'smarter']
tall : taller = quick : quicker -> ['quicker', 'smarter', 'smoother', 'swifter', 'quieter']
tall : taller = safe : safer -> ['safer', 'healthier', 'quieter', 'smarter', 'happier']
tall : taller = sharp : sharper -> ['sharper', 'bolder', 'slimmer', 'fatter', 'dimmer']
tall : taller = short : shorter -> ['shorter', 'quieter', 'busier', 'funnier', 'lengthier']
tall : taller = simple : simpler -> ['simpler', 'looser', 'bulkier', 'subtler', 'weirder']
tall : taller = slow : slower -> ['slower', 'quicker', 'quieter', 'smoother', 'faster']
tall : taller = small : smaller -> ['smaller', 'larger', 'tiny', 'slimmer', 'bulkier']
tall : taller = smart : smarter -> ['smarter', 'bolder', 'cleverer', 'slimmer', 'wiser']
tall : taller = strong : stronger -> ['stronger', 'weaker', 'wiser', 'firmer', 'weak']
tight : tighter = tough : tougher -> ['tougher', 'leaner', 'funnier', 'uglier', 'sadder']
tight : tighter = warm : warmer -> ['warmer', 'drier', 'hotter', 'colder', 'softer']
tight : tighter = weak : weaker -> ['weaker', 'stronger', 'tougher', 'leaner', 'firmer']
tight : tighter = wide : wider -> ['wider', 'broader', 'narrower', 'broad', 'bulkier']
tight : tighter = young : younger -> ['younger', 'smarter', 'prettier', 'sadder', 'pre-teen']
tight : tighter = bad : worse -> ['uglier', 'prettier', 'weirder', 'sadder', 'sillier']
tight : tighter = big : bigger -> ['bigger', 'huge', 'prettier', 'larger', 'sadder']
tight : tighter = bright : brighter -> ['brighter', 'whiter', 'luminous', 'sharper', 'bolder']
tight : tighter = cheap : cheaper -> ['cheaper', 'inexpensive', 'leaner', 'riskier', 'bulkier']
tight : tighter = cold : colder -> ['warmer', 'colder', 'hotter', 'drier', 'milder']
tight : tighter = cool : cooler -> ['warmer', 'hotter', 'colder', 'calmer', 'bolder']
tight : tighter = deep : deeper -> ['deeper', 'swifter', 'firmer', 'narrower', 'softer']
tight : tighter = easy : easier -> ['easier', 'harder', 'simpler', 'tougher', 'funnier']
tight : tighter = fast : faster -> ['faster', 'slower', 'swifter', 'leaner', 'quieter']
tight : tighter = good : better -> ['prettier', 'funnier', 'sillier', 'riskier', 'tidier']
tight : tighter = great : greater -> ['greater', 'nobler', 'tremendous', 'sillier', 'immeasurable']
tight : tighter = hard : harder -> ['harder', 'tougher', 'softer', 'easier', 'trickier']
tight : tighter = heavy : heavier -> ['heavier', 'bulkier', 'lighter', 'noisier', 'swifter']
tight : tighter = high : higher -> ['higher', 'riskier', 'above-average', 'near-zero', 'steadier']
tight : tighter = hot : hotter -> ['hotter', 'leaner', 'softer', 'dirtier', 'bulkier']
tight : tighter = large : larger -> ['larger', 'smaller', 'huge', 'bigger', 'massive']
tight : tighter = long : longer -> ['shorter', 'lengthier', 'leaner', 'quieter', 'neater']
tight : tighter = loud : louder -> ['louder', 'prettier', 'funnier', 'sadder', 'mellower']
tight : tighter = low : lower -> ['higher', 'riskier', 'hotter', 'noisier', 'steeper']
tight : tighter = new : newer -> ['australia-new', 'diffrent', 'brand-new', 'd-new', 'riskier']
tight : tighter = old : older -> ['older', 'prettier', 'sillier', 'newer', 'out-of-date']
tight : tighter = quick : quicker -> ['swifter', 'leaner', 'sadder', 'neater', 'cursory']
tight : tighter = safe : safer -> ['healthier', 'safer', 'swifter', 'friendlier', 'riskier']
tight : tighter = sharp : sharper -> ['sharper', 'bolder', 'swifter', 'sharpest', 'firmer']
tight : tighter = short : shorter -> ['shorter', 'lengthier', 'leaner', 'funnier', 'noisier']
tight : tighter = simple : simpler -> ['simpler', 'leaner', 'workable', 'straight-forward', 'bulkier']
tight : tighter = slow : slower -> ['slower', 'swifter', 'quicker', 'leaner', 'faster']
tight : tighter = small : smaller -> ['smaller', 'larger', 'tiny', 'large', 'smallish']
tight : tighter = smart : smarter -> ['smarter', 'prettier', 'bolder', 'leaner', 'healthier']
tight : tighter = strong : stronger -> ['stronger', 'weaker', 'weak', 'firmer', 'definate']
tight : tighter = tall : taller -> ['taller', 'slimmer', 'bulkier', 'prettier', 'fatter']
tough : tougher = warm : warmer -> ['warmer', 'dirtier', 'saltier', 'friendlier', 'hotter']
tough : tougher = weak : weaker -> ['weaker', 'stronger', 'nastier', 'sillier', 'firmer']
tough : tougher = wide : wider -> ['wider', 'narrower', 'broader', 'broad', 'shallower']
tough : tougher = young : younger -> ['younger', 'older', 'wealthier', 'unbaptized', 'marriageable']
tough : tougher = bad : worse -> ['sillier', 'uglier', 'nastier', 'funnier', 'dirtier']
tough : tougher = big : bigger -> ['bigger', 'sillier', 'nastier', 'funnier', 'smaller']
tough : tougher = bright : brighter -> ['brighter', 'whiter', 'fainter', 'luminous', 'blueish']
tough : tougher = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'noisier', 'nastier']
tough : tougher = cold : colder -> ['warmer', 'hotter', 'colder', 'saltier', 'dirtier']
tough : tougher = cool : cooler -> ['warmer', 'hotter', 'dirtier', 'calmer', 'colder']
tough : tougher = deep : deeper -> ['deeper', 'deepest', 'narrower', 'shallower', 'saltier']
tough : tougher = easy : easier -> ['easier', 'harder', 'funnier', 'cheaper', 'uglier']
tough : tougher = fast : faster -> ['faster', 'slower', 'googly', 'difficultly', 'cheaper']
tough : tougher = good : better -> ['sillier', 'funnier', 'nastier', 'better', 'uglier']
tough : tougher = great : greater -> ['sillier', 'tremendous', 'nastier', 'immeasurable', 'livelier']
tough : tougher = hard : harder -> ['harder', 'funnier', 'nastier', 'trickier', 'dirtier']
tough : tougher = heavy : heavier -> ['heavier', 'noisier', 'lighter', 'deadlier', 'nastier']
tough : tougher = high : higher -> ['higher', 'ultra-high', 'near-zero', 'steadier', 'low']
tough : tougher = hot : hotter -> ['hotter', 'nastier', 'dirtier', 'saltier', 'noisier']
tough : tougher = large : larger -> ['larger', 'smaller', 'huge', 'sizable', 'bigger']
tough : tougher = long : longer -> ['longer', 'spindly', 'anon-only', 'unwieldly', 'bristly']
tough : tougher = loud : louder -> ['louder', 'funnier', 'dirtier', 'nastier', 'uglier']
tough : tougher = low : lower -> ['higher', 'noisier', 'near-zero', 'saltier', 'nastier']
tough : tougher = new : newer -> ['newer', 'd-new', 'higher-priced', 'iron-clad', 'english-only']
tough : tougher = old : older -> ['older', 'newer', 'nastier', 'sillier', 'out-of-date']
tough : tougher = quick : quicker -> ['slower', 'funnier', 'noisier', 'speedier', 'neater']
tough : tougher = safe : safer -> ['safer', 'friendlier', 'cheaper', 'healthier', 'funnier']
tough : tougher = sharp : sharper -> ['sharper', 'noisier', 'nastier', 'sillier', 'firmer']
tough : tougher = short : shorter -> ['shorter', 'lengthier', 'funnier', 'sillier', 'longer']
tough : tougher = simple : simpler -> ['simpler', 'simplistic', 'sillier', 'looser', 'nastier']
tough : tougher = slow : slower -> ['slower', 'faster', 'noisier', 'swifter', 'sluggish']
tough : tougher = small : smaller -> ['smaller', 'larger', 'noisier', 'smallish', 'nastier']
tough : tougher = smart : smarter -> ['smarter', 'prettier', 'nastier', 'leaner', 'cleverer']
tough : tougher = strong : stronger -> ['stronger', 'weaker', 'weak', 'firmer', 'nastier']
tough : tougher = tall : taller -> ['taller', 'narrower', 'fatter', 'bulkier', 'thinner']
tough : tougher = tight : tighter -> ['tighter', 'looser', 'firmer', 'narrower', 'nastier']
warm : warmer = weak : weaker -> ['weaker', 'stronger', 'poorer', 'bulkier', 'fatter']
warm : warmer = wide : wider -> ['wider', 'shallower', 'narrower', 'broader', 'steeper']
warm : warmer = young : younger -> ['younger', 'wealthier', 'college-age', 'smarter', 'pre-teen']
warm : warmer = bad : worse -> ['weirder', 'dumber', 'funnier', 'sweeter', 'colder']
warm : warmer = big : bigger -> ['bigger', 'smaller', 'larger', 'shallower', 'huge']
warm : warmer = bright : brighter -> ['brighter', 'bluer', 'whiter', 'darker', 'paler']
warm : warmer = cheap : cheaper -> ['cheaper', 'inexpensive', 'bulkier', 'expensive', 'riskier']
warm : warmer = cold : colder -> ['colder', 'cooler', 'hotter', 'drier', 'milder']
warm : warmer = cool : cooler -> ['colder', 'cooler', 'hotter', 'drier', 'wetter']
warm : warmer = deep : deeper -> ['deeper', 'shallower', 'hotter', 'colder', 'rougher']
warm : warmer = easy : easier -> ['easier', 'harder', 'quicker', 'quieter', 'difficult']
warm : warmer = fast : faster -> ['faster', 'slower', 'quieter', 'hotter', 'smoother']
warm : warmer = good : better -> ['better', 'funnier', 'sillier', 'tidier', 'weirder']
warm : warmer = great : greater -> ['greater', 'florenz', 'lesser', 'greatest', 'funnier']
warm : warmer = hard : harder -> ['harder', 'tougher', 'rougher', 'trickier', 'hotter']
warm : warmer = heavy : heavier -> ['heavier', 'denser', 'bulkier', 'hotter', 'busier']
warm : warmer = high : higher -> ['higher', 'low', 'steeper', 'shallower', 'hotter']
warm : warmer = hot : hotter -> ['hotter', 'colder', 'drier', 'wetter', 'cooler']
warm : warmer = large : larger -> ['larger', 'smaller', 'huge', 'bigger', 'sizable']
warm : warmer = long : longer -> ['longer', 'shorter', 'busier', 'bristly', 'unwieldly']
warm : warmer = loud : louder -> ['louder', 'sweeter', 'funnier', 'hotter', 'fatter']
warm : warmer = low : lower -> ['higher', 'hotter', 'colder', 'steeper', 'shallower']
warm : warmer = new : newer -> ['d-new', 'australia-new', 'york-new', 'othe', 'prohibition-era']
warm : warmer = old : older -> ['older', 'busier', 'plainer', 'olde', 'cleverer']
warm : warmer = quick : quicker -> ['quicker', 'smoother', 'funnier', 'smarter', 'slower']
warm : warmer = safe : safer -> ['safer', 'healthier', 'shallower', 'hotter', 'quieter']
warm : warmer = sharp : sharper -> ['sharper', 'steeper', 'slimmer', 'fatter', 'dimmer']
warm : warmer = short : shorter -> ['shorter', 'longer', 'steeper', 'busier', 'funnier']
warm : warmer = simple : simpler -> ['simpler', 'bulkier', 'trickier', 'plainer', 'subtler']
warm : warmer = slow : slower -> ['slower', 'quicker', 'faster', 'colder', 'hotter']
warm : warmer = small : smaller -> ['smaller', 'tiny', 'larger', 'bulkier', 'slimmer']
warm : warmer = smart : smarter -> ['smarter', 'greener', 'dumber', 'slimmer', 'fatter']
warm : warmer = strong : stronger -> ['stronger', 'weaker', 'weak', 'strongest', 'tougher']
warm : warmer = tall : taller -> ['taller', 'thicker', 'denser', 'slimmer', 'steeper']
warm : warmer = tight : tighter -> ['tighter', 'thicker', 'shallower', 'rougher', 'looser']
warm : warmer = tough : tougher -> ['tougher', 'funnier', 'hotter', 'fatter', 'smarter']
weak : weaker = wide : wider -> ['wider', 'narrower', 'broader', 'smaller', 'larger']
weak : weaker = young : younger -> ['younger', 'older', 'wealthier', 'pre-teen', 'middle-aged']
weak : weaker = bad : worse -> ['nastier', 'uglier', 'funnier', 'sillier', 'weirder']
weak : weaker = big : bigger -> ['bigger', 'smaller', 'larger', 'huge', 'deadlier']
weak : weaker = bright : brighter -> ['luminous', 'brighter', 'richer', 'whiter', 'warmer']
weak : weaker = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'deadlier', 'affordable']
weak : weaker = cold : colder -> ['warmer', 'colder', 'hotter', 'cooler', 'drier']
weak : weaker = cool : cooler -> ['warmer', 'cooler', 'colder', 'hotter', 'warm']
weak : weaker = deep : deeper -> ['deeper', 'deepest', 'bigger', 'shallower', 'narrower']
weak : weaker = easy : easier -> ['easier', 'harder', 'slower', 'tougher', 'faster']
weak : weaker = fast : faster -> ['faster', 'slower', 'busier', 'deadlier', 'heavier']
weak : weaker = good : better -> ['better', 'nastier', 'funnier', 'sillier', 'prettier']
weak : weaker = great : greater -> ['greater', 'bigger', 'tremendous', 'greatest', 'florenz']
weak : weaker = hard : harder -> ['harder', 'tougher', 'softer', 'slower', 'easier']
weak : weaker = heavy : heavier -> ['heavier', 'deadlier', 'lighter', 'bulkier', 'busier']
weak : weaker = high : higher -> ['higher', 'ultra-high', 'smaller', 'ultra-low', 'above-average']
weak : weaker = hot : hotter -> ['hotter', 'hottest', 'bigger', 'bubbling', 'nastier']
weak : weaker = large : larger -> ['larger', 'smaller', 'bigger', 'huge', 'sizable']
weak : weaker = long : longer -> ['longer', 'shorter', 'bigger', 'busier', 'lengthier']
weak : weaker = loud : louder -> ['louder', 'bigger', 'funnier', 'dirtier', 'scarier']
weak : weaker = low : lower -> ['higher', 'lower', 'high', 'smaller', 'hotter']
weak : weaker = new : newer -> ['newer', 'd-new', 'brand-new', 'all-new', 'higher-priced']
weak : weaker = old : older -> ['older', 'newer', 'younger', 'bigger', 'smaller']
weak : weaker = quick : quicker -> ['slower', 'bigger', 'faster', 'deadlier', 'tougher']
weak : weaker = safe : safer -> ['healthier', 'safer', 'friendlier', 'cheaper', 'slower']
weak : weaker = sharp : sharper -> ['sharper', 'bigger', 'deadlier', 'high-pitched', 'nastier']
weak : weaker = short : shorter -> ['shorter', 'slower', 'lengthier', 'bigger', 'funnier']
weak : weaker = simple : simpler -> ['simpler', 'bigger', 'nastier', 'bulkier', 'leaner']
weak : weaker = slow : slower -> ['slower', 'faster', 'slows', 'slowing', 'accelerate']
weak : weaker = small : smaller -> ['smaller', 'larger', 'bigger', 'smallish', 'tiny']
weak : weaker = smart : smarter -> ['smarter', 'bigger', 'prettier', 'deadlier', 'tougher']
weak : weaker = strong : stronger -> ['stronger', 'tougher', 'bigger', 'nastier', 'strongest']
weak : weaker = tall : taller -> ['taller', 'bigger', 'smaller', 'larger', 'heavier']
weak : weaker = tight : tighter -> ['tighter', 'tougher', 'looser', 'narrower', 'busier']
weak : weaker = tough : tougher -> ['tougher', 'bigger', 'scarier', 'nastier', 'funnier']
weak : weaker = warm : warmer -> ['warmer', 'drier', 'colder', 'hotter', 'cooler']
wide : wider = young : younger -> ['younger', 'older', 'grown-up', 'wealthier', 'pre-teen']
wide : wider = bad : worse -> ['weirder', 'uglier', 'sillier', 'sadder', 'nastier']
wide : wider = big : bigger -> ['bigger', 'larger', 'huge', 'sillier', 'smaller']
wide : wider = bright : brighter -> ['brighter', 'darker', 'whiter', 'dull', 'redder']
wide : wider = cheap : cheaper -> ['cheaper', 'inexpensive', 'riskier', 'leaner', 'noisier']
wide : wider = cold : colder -> ['warmer', 'colder', 'calmer', 'hotter', 'cooler']
wide : wider = cool : cooler -> ['warmer', 'calmer', 'colder', 'calm', 'cooler']
wide : wider = deep : deeper -> ['deeper', 'broader', 'narrower', 'firmer', 'deepest']
wide : wider = easy : easier -> ['easier', 'harder', 'simpler', 'tougher', 'trickier']
wide : wider = fast : faster -> ['faster', 'slower', 'tighter', 'leaner', 'busier']
wide : wider = good : better -> ['sillier', 'weirder', 'funnier', 'nastier', 'uglier']
wide : wider = great : greater -> ['tremendous', 'greater', 'florenz', 'livelier', 'sillier']
wide : wider = hard : harder -> ['harder', 'tougher', 'trickier', 'firmer', 'tighter']
wide : wider = heavy : heavier -> ['heavier', 'tighter', 'lighter', 'noisier', 'super-heavy']
wide : wider = high : higher -> ['higher', 'ultra-high', 'near-zero', 'steadier', 'junior-high']
wide : wider = hot : hotter -> ['hotter', 'dirtier', 'nastier', 'noisier', 'hottest']
wide : wider = large : larger -> ['larger', 'smaller', 'huge', 'bigger', 'sizable']
